Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2017,Faeroe Islands,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A,14,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,N/A,N/A,N/A,33,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,"3,697",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,18,N/A,N/A,158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,251,66,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A,15,135,70,N/A,N/A,N/A,55,N/A,N/A,63,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,N/A,N/A,N/A,N/A,118,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103,N/A,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017,Finland,"4,919",390,"1,031",N/A,N/A,565,N/A,N/A,472,118,2,"1,388",747,150,9,22,"2,391",13,391,737,2,21,3,3,186,850,17,"1,574",N/A,N/A,"2,322",14,62,13,338,926,"2,034",N/A,N/A,2,9,N/A,564,"11,814",N/A,N/A,"1,286",3,158,N/A,78,162,261,564,N/A,211,249,2,"1,814","1,235",7,5,204,247,"1,325",76,15,171,"52,454","2,419",N/A,N/A,12,N/A,"2,983",N/A,N/A,13,782,80,"8,434","1,645",N/A,"1,383",N/A,N/A,N/A,N/A,98,102,7,25,13,N/A,74,"2,728",194,"6,541",570,"7,083","32,778",736,N/A,978,"2,904",93,"1,658",336,309,"1,591",N/A,154,57,48,"1,982",687,N/A,138,236,N/A,"1,237",120,16,31,533,2,9,45,N/A,N/A,20,55,N/A,928,N/A,9,63,4,N/A,"2,536",81,"1,533",112,N/A,"2,752","1,848",N/A,261,129,29,"2,553",N/A,N/A,"2,156",13,"2,562",N/A,27,12,27,625,"3,626","5,043",631,N/A,18,691,180,N/A,"3,043","14,689",533,N/A,N/A,4,N/A,2,3,N/A,N/A,391,208,171,8,161,238,N/A,218,53,5,"12,776","1,027",N/A,"3,120","1,183",57,"1,121",N/A,16,"42,210","1,338","1,061",56,"8,963","11,553",N/A,88,N/A,2,45,828,"8,039",27,N/A,2,230,"1,862",159,"7,055",659,"5,951",N/A,124,147,N/A,240,"7,347",N/A,N/A,74,225,111
2017,Iceland,21,58,47,N/A,2,34,N/A,N/A,51,10,1,131,135,14,7,1,3,1,45,134,N/A,2,3,N/A,17,163,N/A,158,N/A,N/A,294,1,N/A,35,1,7,288,N/A,N/A,N/A,N/A,N/A,73,617,N/A,N/A,191,N/A,N/A,N/A,9,2,182,60,N/A,5,322,N/A,2,"3,331",2,5,39,34,33,11,9,7,136,73,315,N/A,1,187,635,N/A,N/A,N/A,10,24,"1,725",70,N/A,54,67,N/A,N/A,N/A,39,19,N/A,21,12,N/A,34,262,N/A,318,137,77,48,111,N/A,37,312,20,98,14,24,94,N/A,3,4,N/A,815,35,N/A,2,4,N/A,"1,652",146,2,4,37,N/A,4,6,N/A,N/A,N/A,5,N/A,103,N/A,1,19,N/A,N/A,176,22,1,38,N/A,105,310,N/A,56,7,N/A,86,N/A,N/A,"1,070",N/A,47,N/A,5,4,3,78,"1,661","12,234",644,N/A,3,39,28,N/A,528,384,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,24,313,N/A,15,16,N/A,266,38,1,6,87,N/A,639,170,N/A,N/A,N/A,N/A,"1,988",175,59,2,41,"1,248",N/A,6,N/A,1,6,30,79,1,N/A,N/A,42,307,6,"1,443",27,"2,123",N/A,9,12,N/A,39,659,N/A,N/A,N/A,8,12
2017,Ireland,159,319,632,N/A,2,516,1,2,351,57,7,"7,099",843,53,29,88,"3,475",19,657,"1,761",2,36,61,7,18,688,86,"11,068",1,17,"2,122",9,51,4,11,372,"5,724",N/A,26,8,10,N/A,152,"13,640","2,029",N/A,N/A,N/A,"2,709",N/A,11,143,544,89,N/A,309,"6,539",140,55,"1,053",1,1,10,41,572,29,N/A,40,"2,951",165,3,4,15,"1,038","11,988",N/A,1,4,61,274,"15,452",542,41,684,1,15,N/A,N/A,134,53,1,31,4,N/A,12,"8,825",40,"21,255",137,478,487,N/A,N/A,236,"8,507",129,568,119,278,518,N/A,216,34,36,"23,796",143,41,115,472,2,"41,483",167,12,81,"4,501",2,31,400,N/A,N/A,8,"3,474",N/A,328,N/A,7,342,N/A,1,294,41,68,40,N/A,146,"5,355",7,"2,442",17,138,"23,546",N/A,N/A,328,52,"9,914",N/A,17,13,29,136,"16,467","137,131","2,673",N/A,37,207,"4,072",N/A,"21,422","7,065",86,7,2,7,N/A,2,13,N/A,N/A,461,23,N/A,11,210,232,N/A,"12,731",225,2,571,"9,661",N/A,"8,336",255,72,632,12,22,"2,008",594,122,22,704,575,3,122,N/A,1,119,107,525,4,1,N/A,160,"4,908",216,"278,040",134,"33,006",N/A,59,98,1,137,682,N/A,1,33,365,"3,331"
2017,Isle of Man,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,376,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,208,N/A,N/A,N/A,N/A,266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,233",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"39,614",N/A,279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017,Latvia,19,4,13,N/A,N/A,N/A,N/A,N/A,17,748,N/A,134,115,"1,974",N/A,N/A,5,N/A,"44,485",93,N/A,N/A,N/A,N/A,N/A,4,N/A,30,N/A,N/A,436,N/A,N/A,N/A,N/A,N/A,120,N/A,N/A,N/A,N/A,N/A,3,185,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,4,45,N/A,17,201,10,N/A,233,N/A,N/A,N/A,N/A,33,N/A,N/A,N/A,"2,793",N/A,N/A,N/A,N/A,224,268,N/A,N/A,N/A,N/A,"1,309","2,513",N/A,N/A,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,197,31,82,1,30,8,617,N/A,94,256,N/A,11,4,"5,728",1,N/A,1,800,N/A,N/A,38,N/A,N/A,4,N/A,"16,418",9,N/A,N/A,2,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,103,N/A,N/A,8,N/A,N/A,N/A,N/A,10,108,N/A,10,N/A,N/A,9,N/A,N/A,155,N/A,28,N/A,N/A,N/A,N/A,5,3,"1,000",41,N/A,N/A,30,"1,655",N/A,251,"132,814",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,3,N/A,44,8,N/A,3,9,N/A,158,31,N/A,N/A,N/A,N/A,363,73,15,542,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,85,578,N/A,N/A,N/A,"34,697",6,"1,111",N/A,577,N/A,N/A,"1,863",N/A,28,7,N/A,N/A,N/A,N/A,2
2017,Lithuania,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,526,N/A,34,46,800,N/A,N/A,N/A,N/A,"32,093",159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,N/A,N/A,65,N/A,N/A,N/A,N/A,N/A,28,N/A,N/A,N/A,N/A,N/A,N/A,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,73,N/A,N/A,275,N/A,N/A,N/A,N/A,44,N/A,N/A,N/A,743,N/A,N/A,N/A,N/A,78,260,N/A,N/A,N/A,N/A,561,"1,386",N/A,N/A,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89,42,N/A,N/A,64,N/A,"1,136",N/A,30,262,N/A,22,N/A,"4,163",N/A,N/A,N/A,352,N/A,"5,174",40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101,N/A,N/A,N/A,N/A,22,N/A,N/A,886,N/A,49,N/A,N/A,N/A,N/A,N/A,N/A,"2,042",45,N/A,N/A,N/A,551,N/A,165,"54,519",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,N/A,N/A,N/A,N/A,N/A,510,N/A,N/A,N/A,N/A,N/A,238,39,N/A,304,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,224,N/A,N/A,N/A,"11,215",21,"3,026",N/A,558,N/A,20,879,N/A,N/A,31,N/A,N/A,N/A,N/A,N/A
2017,Norway,"14,257","1,045","1,308",N/A,N/A,522,N/A,N/A,"1,168",327,N/A,"2,343","1,709",550,21,33,"1,076",23,"1,072","1,800",N/A,29,N/A,396,571,"14,370",127,"5,573",N/A,35,"6,180",34,"1,108",421,434,738,"3,264",N/A,N/A,N/A,24,N/A,"7,140","12,064","1,096",92,"6,131",N/A,"2,334",N/A,298,352,"3,670","1,039",N/A,206,"2,313",42,264,"27,205",57,N/A,856,815,"1,161",218,N/A,"15,962","5,488","8,337",951,N/A,43,"7,349","6,769",N/A,N/A,N/A,"1,248",338,"30,384","2,042",N/A,"2,443",312,N/A,N/A,N/A,479,285,58,93,43,N/A,124,"4,243","8,910","12,891","1,649","17,430","23,866","1,191",N/A,883,"4,276",169,"1,501",445,964,"2,099",N/A,426,204,107,"10,389","2,004",N/A,"1,006",571,24,"38,708",144,509,125,882,N/A,53,101,N/A,N/A,62,201,N/A,"1,319",N/A,N/A,150,435,N/A,"5,970",203,"3,377",89,N/A,"1,677","9,320",N/A,680,204,53,"1,882",N/A,N/A,N/A,58,"20,886",N/A,64,N/A,161,"1,599","22,178","98,236","3,149",31,65,"8,059",828,N/A,"13,017","18,523",666,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,647,268,"4,414",N/A,556,811,N/A,"4,135",405,N/A,"29,124","1,563",191,"6,617","9,989","3,598","3,365",41,N/A,"53,005","2,366","5,893",110,"2,667","19,437",N/A,120,N/A,N/A,375,"1,084","12,053",80,N/A,N/A,"1,209","4,562",437,"20,827",992,"18,805",N/A,252,512,N/A,"1,148","14,859",N/A,43,375,579,310
2017,Sweden,"31,628","2,598","3,056",N/A,N/A,750,N/A,N/A,"3,188","2,704",N/A,"4,034","5,838","2,968",30,89,"7,448",114,"2,865","2,518",N/A,91,N/A,28,"4,501","58,372",111,"7,425",N/A,N/A,"8,858",79,"2,968",383,618,"1,375","3,637",N/A,N/A,109,71,N/A,"28,396","29,326",607,N/A,"12,051",N/A,815,N/A,427,992,"8,549","2,755",N/A,767,"1,852",83,"3,420","42,354",336,42,741,"2,450","6,328","2,976",45,"28,947","10,422","16,897",N/A,N/A,63,"157,851","9,635",N/A,N/A,25,"4,940","1,340","50,160","2,693",N/A,"16,210",N/A,40,N/A,N/A,818,534,143,121,145,N/A,365,"16,722","5,709","23,505","2,457","69,866","133,414","2,594",N/A,"2,641","10,893",359,"3,186","3,943","1,978","3,847",N/A,"2,294","1,001",495,"7,107","26,461",57,965,"2,720",N/A,"11,476",322,120,74,"1,527",24,140,178,N/A,N/A,68,191,N/A,"2,497",N/A,45,"2,639",931,N/A,"9,589",333,"1,528",132,N/A,862,"10,779",N/A,"1,106",813,48,"4,723",N/A,N/A,"42,561",60,"11,601",N/A,296,31,204,"7,595","12,549","86,506","3,624",N/A,178,"10,813",845,N/A,"26,663","19,675",598,N/A,N/A,35,N/A,N/A,23,N/A,N/A,"3,811",816,"10,208",67,846,746,N/A,"1,589","1,266",N/A,"61,324","2,544",N/A,"10,317","7,106","5,825","3,806",44,32,N/A,"3,625","99,352",307,"6,616","39,241",N/A,367,N/A,31,294,"5,053","46,909",237,N/A,N/A,"4,243","7,406","1,797","25,558","1,719","19,740",N/A,"2,183","3,653",N/A,"1,199","17,282",N/A,N/A,"1,516",530,571
2017,United Kingdom,"80,160","30,157","21,995",N/A,51,"12,882",477,"3,275","9,296","1,467",555,"131,542","17,790","2,562","1,697","5,133","228,353","16,620","3,881","36,822","1,189",555,"3,772",379,"3,316","6,943","2,880","55,772",238,"4,698","72,586",193,"3,951","1,048","1,069","9,026","91,545",N/A,748,139,303,"16,350","6,290","207,278","98,384",N/A,"22,703",126,"7,838",N/A,637,"6,997","7,402","2,184",N/A,"63,160","51,552","15,329","17,194","29,459",398,"5,616","1,217","7,725","39,980",776,255,"15,604","7,674","13,655",350,793,"5,537","11,745","160,991",N/A,70,321,"9,998","2,777","300,983","113,637","9,801","59,959",48,"8,206",N/A,N/A,859,"2,072","2,108","19,233",278,N/A,559,"84,155","1,823","836,524","8,481","90,499","74,719","402,089","8,681","16,077","170,454","144,196","45,243","5,182","4,452","141,020",148,"11,523",927,586,"98,882","14,043",696,"3,151","14,499",25,"158,854","1,714",918,"14,652","65,253",329,336,"29,466",N/A,N/A,190,"35,788",N/A,"8,610",N/A,352,"1,492",920,"6,417","35,765","5,221","10,710","2,171",24,"70,487","72,604",98,"62,091",332,177,"209,417",N/A,N/A,"14,952","2,813","529,324",N/A,629,982,668,"6,383","138,905","874,291","147,271",N/A,"2,218","5,548","2,801",10,"231,358","48,399","3,919","2,391","4,974","8,064",N/A,"6,565",190,N/A,842,"31,574","1,750","7,385","3,178","32,613","46,300",N/A,"89,422","1,883",297,"119,953","210,470",N/A,"131,496","138,904",N/A,"16,200",389,"1,307","32,624","17,594","8,158",372,"2,598","41,046","1,646","1,428",N/A,243,"20,796","5,415","75,791",642,89,N/A,"63,140","19,197","10,095",N/A,"43,139","190,491",109,"1,206","2,347",137,"8,062","30,518",N/A,N/A,"15,910","28,414","117,873"
2017,Albania,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"31,871",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,973",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,538,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,978",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,393",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017,Andorra,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,624,N/A,N/A,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,196,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,670",N/A,N/A,N/A,N/A,N/A,310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,389,N/A,"10,739",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"19,939",N/A,N/A,N/A,N/A,N/A,44,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,963,N/A,96,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017,Bosnia and Herzegovina,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"12,287",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167,N/A,N/A,N/A,N/A,N/A,532,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,229",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,390,170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"9,831",N/A,N/A,N/A,N/A,"3,259","1,886",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,961",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017,Croatia,N/A,168,54,N/A,N/A,N/A,N/A,N/A,194,N/A,N/A,"1,552","5,011",N/A,N/A,N/A,N/A,N/A,91,365,N/A,N/A,N/A,N/A,31,"394,146",N/A,187,N/A,N/A,296,N/A,N/A,N/A,N/A,N/A,977,N/A,N/A,N/A,N/A,N/A,122,434,N/A,N/A,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923,N/A,N/A,99,N/A,N/A,N/A,N/A,240,N/A,N/A,N/A,19,N/A,N/A,N/A,N/A,37,"1,713",N/A,N/A,N/A,N/A,N/A,"32,879",N/A,N/A,143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,016",N/A,65,26,46,79,51,N/A,53,"3,056",N/A,54,66,65,N/A,N/A,N/A,N/A,N/A,26,63,N/A,N/A,146,N/A,25,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,N/A,N/A,N/A,"6,017",N/A,28,N/A,N/A,N/A,N/A,N/A,787,N/A,112,N/A,N/A,28,N/A,N/A,110,N/A,N/A,N/A,N/A,N/A,N/A,83,73,717,48,N/A,N/A,26,110,N/A,485,"1,276",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"49,828",N/A,N/A,N/A,N/A,626,"19,068",N/A,N/A,197,N/A,183,N/A,41,64,N/A,N/A,611,"2,929",175,N/A,"9,788",N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,N/A,N/A,N/A,N/A,737,N/A,652,N/A,"1,573",N/A,N/A,N/A,N/A,53,N/A,N/A,N/A,N/A,44,N/A
